,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
944,3157826903,GXD7046,NY,PAS,06/25/2015,38,SUBN,GMC,T,20190,0,0,01/01/20170316 12:00:00 PM,106,106.0,106.0,361843.0,T402,C,0509P,,Q,I,E,108th St,45ft N/of Liberty Av,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BK,,2015.0,,0.0,24 4,38-Failure to Display Muni Rec,,,
945,3699777243,64533JW,NY,COM,11/24/2014,38,VAN,FORD,T,19270,24890,10210,01/01/20141130 12:00:00 PM,0025,25.0,25.0,361366.0,T103,I,0951A,,NY,F,164,E 116th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,WH,,2006.0,,0.0,33 7,38-Failure to Display Muni Rec,,,
946,3736749727,USP63B,NJ,PAS,03/28/2015,14,SUBN,ROVER,T,34030,10065,11010,01/01/88888888 12:00:00 PM,0006,6.0,6.0,361271.0,T800,B2,1134P,,NY,F,447,W 13th St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,1100P,0600A,GREY,,0.0,,0.0,D 77,14-No Standing,,,
947,1369704434,FWN3267,NY,PAS,07/06/2014,20,SDN,ME/BE,P,0,0,0,01/01/20160212 12:00:00 PM,0052,52.0,52.0,901673.0,0052,0000,0220A,,BX,F,,C/O WEBSTER AVE,PARKSIDE PL,01/05/0001 12:00:00 PM,408.0,C,,BBBBBBB,ALL,ALL,BLK,0,2009.0,-,0.0,,,,,
948,3362398081,525WML,WI,PAS,10/18/2014,38,SUBN,JEEP,T,18490,10410,25390,01/01/88880088 12:00:00 PM,0019,19.0,19.0,354070.0,T103,CC,0927A,,NY,O,14,E 75th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,GREEN,,0.0,,0.0,03 7,38-Failure to Display Muni Rec,,,
949,3677007294,R16DCT,NJ,PAS,07/31/2014,21,2DSD,HYUND,T,18510,10210,10110,01/01/88888888 12:00:00 PM,0019,19.0,19.0,355183.0,T103,E,0911A,,NY,F,231,E 76th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0900A,1030A,GREY,,0.0,,0.0,11 7,21-No Parking (street clean),,,
950,2880073614,DLJ6733,NY,PAS,09/07/2014,71,4DSD,NISSA,T,28250,55480,31785,01/01/20160208 12:00:00 PM,121,121.0,121.0,348538.0,T303,A,1023A,,R,O,102,Fillmore Ave,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GL,,1998.0,,0.0,B-AM,71A-Insp Sticker Expired (NYS),,,
951,3301108834,GSB6750,NY,PAS,10/01/2014,31,SUBN,LEXUS,T,17590,24890,10210,01/01/20160902 12:00:00 PM,0017,17.0,17.0,332078.0,T108,C,0936A,,NY,F,159,E 30th St,,01/05/0001 12:00:00 PM,408.0,l3,,YYYYY,0800A,0600P,BR,,1999.0,,0.0,01A,31-No Stand (Com. Mtr. Zone),,,
952,3726755540,CZU9840,NY,PAS,04/23/2015,38,SUBN,HONDA,T,58330,51730,45830,01/01/20161004 12:00:00 PM,0094,94.0,94.0,355121.0,T301,B,0912A,,K,F,1007,Manhattan Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,GR,,2004.0,,0.0,17 3,38-Failure to Display Muni Rec,,,
953,3382591369,FHN2776,NY,PAS,10/25/2014,71,4DSD,TOYOT,T,36590,35780,45990,01/01/20150130 12:00:00 PM,109,109.0,109.0,358175.0,T401,M,0802A,,Q,F,41-86,Bowne St,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,WH,,2013.0,,0.0,C 41,71A-Insp Sticker Expired (NYS),,,
954,2719611908,4J14H,NY,OMT,10/21/2014,16,TAXI,FORD,T,18250,27790,24890,01/01/20150228 12:00:00 PM,0019,19.0,19.0,355229.0,T103,G,0529P,,NY,F,125,E 63rd St,,01/05/0001 12:00:00 PM,408.0,k2,,Y,0700A,0700P,YELLO,,2012.0,,0.0,01 7,16A-No Std (Com Veh) Non-COM,,,
955,3712712918,92806JU,NY,COM,01/26/2015,14,VAN,INTER,T,60810,0,0,01/01/88888888 12:00:00 PM,106,106.0,106.0,353159.0,T402,J,1027A,,Q,I,N,Rockaway Blvd,5ft W/of 96th St,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BROWN,,2006.0,,0.0,23 4,14-No Standing,,,
956,3712712918,92806JU,NY,COM,01/26/2015,14,VAN,INTER,T,60810,0,0,01/01/88888888 12:00:00 PM,106,106.0,106.0,353159.0,T402,J,1027A,,Q,I,N,Rockaway Blvd,5ft W/of 96th St,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BROWN,,2006.0,,0.0,23 4,14-No Standing,,,
957,2791182969,U58BMH,NJ,PAS,01/24/2015,31,4DSD,CHEVR,T,12710,45290,32900,01/01/88888888 12:00:00 PM,0005,5.0,5.0,361132.0,T105,C,0141P,,NY,F,89,Baxter St,,01/05/0001 12:00:00 PM,408.0,l3,,Y,0700A,0700P,OTHER,,0.0,,0.0,031,31-No Stand (Com. Mtr. Zone),,,
958,2791182969,U58BMH,NJ,PAS,01/24/2015,31,4DSD,CHEVR,T,12710,45290,32900,01/01/88888888 12:00:00 PM,0005,5.0,5.0,361132.0,T105,C,0141P,,NY,F,89,Baxter St,,01/05/0001 12:00:00 PM,408.0,l3,,Y,0700A,0700P,OTHER,,0.0,,0.0,031,31-No Stand (Com. Mtr. Zone),,,
959,3086696195,FBB4874,NY,PAS,09/18/2014,21,4DSD,TOYOT,T,14180,36330,36380,01/01/20160603 12:00:00 PM,0070,70.0,70.0,332073.0,T302,L,1128A,,K,F,3418,Avenue L,,01/05/0001 12:00:00 PM,408.0,d1,,Y,1100A,1230A,BLACK,,2010.0,,0.0,CC1,21-No Parking (street clean),,,
960,3177350617,GCG3191,NY,PAS,11/05/2014,71,SUBN,VOLKS,T,42490,8390,8640,01/01/20141104 12:00:00 PM,114,114.0,114.0,357767.0,T401,F,0100P,,Q,F,33-10,Ditmars Blvd,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GY,,2013.0,,0.0,34-A,71A-Insp Sticker Expired (NYS),,,
961,3722856072,JNB8541,PA,PAS,02/20/2015,20,4DSD,HYUND,T,49930,73350,12830,01/01/20150388 12:00:00 PM,0075,75.0,75.0,346199.0,T301,L,0744A,,K,O,110,Highland Pl,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GREY,,0.0,,0.0,A 31,20A-No Parking (Non-COM),,,
962,2789240494,CJP8943,NY,PAS,06/10/2015,38,SUBN,NISSA,T,36180,44430,40930,01/01/20170119 12:00:00 PM,0063,63.0,63.0,359315.0,T302,G,0256P,,K,O,777,E 31st St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,BK,,1997.0,,0.0,11 3,38-Failure to Display Muni Rec,,,
963,3686220475,74894MD,NY,COM,11/04/2014,37,VAN,FORD,T,45590,18730,18750,01/01/20160228 12:00:00 PM,0019,19.0,19.0,358878.0,T103,Q,0318P,0130P,NY,F,1665,York Ave,,01/01/20141104 12:00:00 PM,408.0,h1,,Y,0830A,0700P,WH,,2013.0,129-4848,0.0,01 7,37-Expired Muni Meter,,,
964,3286608704,1060PAC,NY,SRF,04/07/2015,21,SUBN,NISSA,T,40620,8320,9320,01/01/20160823 12:00:00 PM,0049,49.0,49.0,361874.0,T202,B,1143A,,BX,O,2787,Hone Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1130A,0100P,BL,,2011.0,,0.0,09A,21-No Parking (street clean),,,
965,3719756798,GSU4675,NY,PAS,06/19/2015,37,SUBN,TOYOT,T,8930,40404,40404,01/01/20161026 12:00:00 PM,0066,66.0,66.0,362270.0,T302,D,0405P,1205P,K,O,4623,47th St,,01/01/20150619 12:00:00 PM,408.0,h1,,YYYYY,0900A,0700P,GOLD,,2005.0,311-3022,0.0,01 3,37-Expired Muni Meter,,,
966,3114987530,BXL4320,GA,PAS,12/10/2014,40,4DSD,BUICK,T,0,0,0,01/01/88880088 12:00:00 PM,0047,47.0,47.0,331666.0,T801,A,0100A,,BX,I,E,E 221st St,40ft S/of Bronxwood,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,WHITE,,0.0,,4.0,F 21,40-Fire Hydrant,,,
967,3715274674,98404JX,NY,COM,06/23/2015,13,VAN,WORKH,T,10610,34550,34570,01/01/88888888 12:00:00 PM,0014,14.0,14.0,361808.0,T102,K,0514P,,NY,O,556,7th Ave,,01/05/0001 12:00:00 PM,408.0,c2,,YYYYYYY,,,BROWN,,2007.0,,0.0,19 6,13-No Stand (taxi stand),,,
968,2804020209,T658787C,NY,OMT,11/24/2014,38,SUBN,CHEVR,T,7790,8640,8740,01/01/20150930 12:00:00 PM,114,114.0,114.0,361362.0,T401,P,1115A,,Q,F,35-18,30th Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,BK,,2015.0,,0.0,26-A,38-Failure to Display Muni Rec,,,
969,3165032584,GNC1567,NY,PAS,07/13/2014,71,4DSD,CHEVR,T,24040,18140,51090,01/01/20160417 12:00:00 PM,103,103.0,103.0,353159.0,T402,J,0144P,,Q,O,90-37,160th St,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,WH,,2006.0,,0.0,11 4,71A-Insp Sticker Expired (NYS),,,
970,1365983158,G3197ME,NY,COM,10/20/2014,78,VAN,DODGE,P,21090,13015,28540,01/01/20160506 12:00:00 PM,0001,1.0,1.0,942137.0,0001,0000,0455A,,NY,O,226,FRONT ST,,01/05/0001 12:00:00 PM,408.0,K6,,YYYYYYY,ALL,ALL,GRAY,0,2003.0,-,0.0,,,,,
971,3158954103,ERR6933,NY,PAS,01/16/2015,20,SUBN,BMW,T,24040,18140,51090,01/01/20150615 12:00:00 PM,103,103.0,103.0,361112.0,T402,B,0353P,,Q,O,90-27,160th St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,TN,,2006.0,,0.0,12 4,20A-No Parking (Non-COM),,,
972,3158954103,ERR6933,NY,PAS,01/16/2015,20,SUBN,BMW,T,24040,18140,51090,01/01/20150615 12:00:00 PM,103,103.0,103.0,361112.0,T402,B,0353P,,Q,O,90-27,160th St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,TN,,2006.0,,0.0,12 4,20A-No Parking (Non-COM),,,
973,3397795214,61686JC,NY,COM,05/08/2015,71,VAN,FORD,T,5580,10180,10230,01/01/20170307 12:00:00 PM,0072,72.0,72.0,361032.0,T302,K,0419P,,K,F,7210,5th Ave,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,WHITE,,2006.0,,0.0,21 3,71A-Insp Sticker Expired (NYS),,,
974,3738208962,26350ME,NY,COM,06/17/2015,46,DELV,MI/F,T,28490,0,0,01/01/20160228 12:00:00 PM,0001,1.0,1.0,357086.0,T105,C,1003A,1200P,NY,I,E,Pearl St,20ft S/of Wall St,01/05/0001 12:00:00 PM,408.0,F1,,,,,WH,,2007.0,,0.0,002,46B-Double Parking (Com-100Ft),,,
975,3406222793,GWV4116,NY,PAS,05/12/2015,37,SUBN,LINCO,T,6380,8380,8430,01/01/20170209 12:00:00 PM,0066,66.0,66.0,350416.0,T302,I,1217P,1200P,K,F,3605,13th Ave,,01/05/0001 12:00:00 PM,408.0,h1,,YYYYY,0800A,0700P,BK,,2015.0,311-3035,0.0,01 3,37-Expired Muni Meter,,,
976,3736645763,54618MG,NY,COM,04/21/2015,78,VAN,NISSA,T,36610,24690,10610,01/01/20161231 12:00:00 PM,0034,34.0,34.0,358241.0,T800,A2,1138P,,NY,F,160,W 142nd St,,01/05/0001 12:00:00 PM,408.0,k6,,YYYYYYY,0900P,0500A,WHITE,,2014.0,,0.0,C 77,78-Nighttime PKG on Res Street,,,
977,3715314440,3UHD851,CA,PAS,04/26/2015,40,4DSD,VOLKS,T,34890,0,0,01/01/20150188 12:00:00 PM,0018,18.0,18.0,356534.0,T106,N,1147A,,NY,I,N,W 56th St,10ft E/of 8th Ave,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,WHITE,,0.0,,0.0,CC1,40-Fire Hydrant,,,
978,3350539223,GRF1394,NY,PAS,12/31/2014,21,4DSD,NISSA,T,55490,0,0,01/01/20160622 12:00:00 PM,104,104.0,104.0,357676.0,T401,K,0926A,,Q,I,N,Menahan St,25ft W/of 60th Pl,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,1000A,RD,,2014.0,,0.0,66,21-No Parking (street clean),,,
979,3350539223,GRF1394,NY,PAS,12/31/2014,21,4DSD,NISSA,T,55490,0,0,01/01/20160622 12:00:00 PM,104,104.0,104.0,357676.0,T401,K,0926A,,Q,I,N,Menahan St,25ft W/of 60th Pl,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,1000A,RD,,2014.0,,0.0,66,21-No Parking (street clean),,,
980,3736646464,AMJ7881,NY,PAS,04/23/2015,21,SUBN,TOYOT,T,10410,22000,18990,01/01/20170223 12:00:00 PM,0023,23.0,23.0,361349.0,T103,R,0858A,,NY,O,1190,5th Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,1000A,GY,,2013.0,,0.0,CC1,21-No Parking (street clean),,,
981,3418887619,FPB6036,NY,PAS,12/01/2014,71,4DSD,TOYOT,T,17190,40404,40404,01/01/20150803 12:00:00 PM,102,102.0,102.0,357098.0,T402,H,0826A,,Q,F,85-29,85th Ave,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GR,,1999.0,,0.0,21 4,71A-Insp Sticker Expired (NYS),,,
982,3446616610,GWY6209,NY,PAS,04/25/2015,19,SUBN,CHEVR,T,21790,23790,23090,01/01/20170311 12:00:00 PM,0006,6.0,6.0,351250.0,T105,D,1152A,,NY,F,815,Greenwich St,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,BL,,2015.0,,0.0,014,19-No Stand (bus stop),,,
983,3166954516,BDN6523,NY,PAS,06/08/2015,16,SUBN,MAZDA,T,65390,0,0,01/01/20160319 12:00:00 PM,103,103.0,103.0,355098.0,T402,G,1110A,,Q,I,W,Union Hall St,10ft S/of Jamaica Av,01/05/0001 12:00:00 PM,408.0,k2,,Y,0700A,0700P,GY,,2013.0,,0.0,11 4,16A-No Std (Com Veh) Non-COM,,,
984,3705355057,VCF4811,VA,PAS,12/01/2014,21,4DSD,CHEVR,T,75430,0,0,01/01/20141288 12:00:00 PM,0071,71.0,71.0,357768.0,T302,F,1120A,,K,I,W,Schenectady Ave,55ft S/of Eastern Pk,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1100A,1230A,TAN,,0.0,,0.0,35 3,21-No Parking (street clean),,,
985,3741392044,GND9648,NY,PAS,06/12/2015,38,CONV,ME/BE,T,67030,14780,14830,01/01/20160227 12:00:00 PM,0061,61.0,61.0,359576.0,T302,B,1026A,,K,F,3703,Nostrand Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,BK,,2014.0,,0.0,19 3,38-Failure to Display Muni Rec,,,
986,3718696781,13659MD,NY,COM,12/17/2014,69,DELV,NS/OT,T,10510,10510,10610,01/01/20150331 12:00:00 PM,0013,13.0,13.0,358245.0,T102,C,0405P,,NY,F,777,6th Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0700A,0700P,RED,,2013.0,,0.0,99 6,69-Failure to Disp Muni Recpt,,,
987,3423208317,GRJ7601,NY,PAS,10/27/2014,83,VAN,CHEVR,T,54050,35580,35630,01/01/20160622 12:00:00 PM,0061,61.0,61.0,355667.0,T302,C,1023A,,K,O,1703,Kings Hwy,,01/05/0001 12:00:00 PM,408.0,j1,,,,,WH,,2007.0,,0.0,03 3,83-Improper Registration,,,
988,2804923373,FEP6672,NY,PAS,06/30/2015,21,4DSD,LEXUS,T,58590,28590,35590,01/01/20160902 12:00:00 PM,109,109.0,109.0,351251.0,T401,L,0909A,,Q,F,42-05,Parsons Blvd,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0900A,1030A,LT/,,2004.0,,0.0,C 41,21-No Parking (street clean),,,
989,3180950382,78541JW,NY,COM,10/06/2014,38,DELV,INTER,T,40890,18740,19990,01/01/88888888 12:00:00 PM,106,106.0,106.0,361354.0,T402,L,1124A,,Q,F,105-40,Cross Bay Blvd,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700A,BROWN,,0.0,,0.0,O 42,38-Failure to Display Muni Rec,,,
990,1379632160,CVH7042,NY,PAS,02/23/2015,27,SUBN,CHEVR,X,7990,15790,15990,01/01/20160321 12:00:00 PM,115,115.0,115.0,881462.0,0115,0000,0951A,,Q,O,75-75,31 AVE,,01/05/0001 12:00:00 PM,408.0,F2,,BBBBBBB,ALL,ALL,GY,0,2004.0,-,0.0,,,,,
991,3719660260,GEB2018,NY,PAS,01/30/2015,70,SUBN,JEEP,T,20390,14010,22890,01/01/20150122 12:00:00 PM,0007,7.0,7.0,359567.0,T101,D,0541P,,NY,F,15,Essex St,,01/05/0001 12:00:00 PM,408.0,j3,,YYYYYYY,,,BL,,2013.0,,0.0,66 1,70A-Reg. Sticker Expired (NYS),,,
992,2790251085,35529MD,NY,COM,07/30/2014,40,VAN,FRUEH,T,18190,10010,45590,01/01/20150430 12:00:00 PM,0019,19.0,19.0,355163.0,T400,A,0831A,,NY,F,417,E 60th St,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,RD,,2012.0,,0.0,01 9,40-Fire Hydrant,,,
993,3215832182,GNV7427,NY,PAS,11/15/2014,70,4DSD,JAGUA,T,73110,38330,83730,01/01/20140407 12:00:00 PM,0077,77.0,77.0,358668.0,T301,H,0856A,,K,F,689,Ralph Ave,,01/05/0001 12:00:00 PM,408.0,j3,,YYYYYYY,,,SILVE,,2002.0,,0.0,28 3,70A-Reg. Sticker Expired (NYS),,,
994,3437031791,FBF5458,NY,PAS,11/25/2014,39,SUBN,CHEVR,T,80330,75430,86630,01/01/20160610 12:00:00 PM,0077,77.0,77.0,357358.0,T301,O,0332P,0206P,K,F,1396,St Johns Pl,,01/05/0001 12:00:00 PM,408.0,d,,Y,0900A,0700P,GY,,2010.0,,0.0,A 31,39-Overtime PKG-Time Limt Post,,,
995,3124535970,GSW1735,NY,PAS,02/08/2015,20,4DSD,HONDA,T,68420,40404,40404,01/01/20160910 12:00:00 PM,0046,46.0,46.0,361894.0,T201,I,0224P,,BX,O,300E,Tiebout Ave,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GY,,2007.0,,0.0,52 2,20A-No Parking (Non-COM),,,
996,3151335059,GKE7441,NY,PAS,09/28/2014,14,4DSD,NISSA,T,11590,0,0,01/01/20150922 12:00:00 PM,114,114.0,114.0,341263.0,T803,A,0127A,,Q,I,N,55th St,22ft W/of Northern B,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BK,,2009.0,,0.0,C 42,14-No Standing,,,
997,3751335749,67718ME,NY,COM,06/22/2015,16,VAN,FORD,T,32940,21790,11115,01/01/20161130 12:00:00 PM,0001,1.0,1.0,351280.0,T105,M,0733A,0702A,NY,F,101,Warren St,,01/05/0001 12:00:00 PM,408.0,k2,,YYYYY,0700A,0600P,WH,,2012.0,,0.0,O 99,16-No Std (Com Veh) Com Plate,,,
998,3645397044,F84DWJ,NJ,PAS,09/26/2014,38,SUBN,JEEP,T,26790,21690,13810,01/01/88888888 12:00:00 PM,0005,5.0,5.0,355619.0,T101,C,0106P,,NY,F,171,Mott St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,1000P,BLUE,,0.0,,0.0,31 1,38-Failure to Display Muni Rec,,,
999,3712036279,GJY9856,NY,PAS,08/05/2014,21,PICK,TOYOT,T,5080,5780,5880,01/01/20151111 12:00:00 PM,0076,76.0,76.0,341299.0,T302,M,0919A,,K,F,478,1st St,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0900A,1030A,BK,,1998.0,,0.0,C 32,21-No Parking (street clean),,,
1000,3655745109,AF83728,PA,PAS,03/24/2015,46,DELV,MACK,T,10510,34030,34050,01/01/20150088 12:00:00 PM,0006,6.0,6.0,359578.0,T101,C,1203P,1200P,NY,O,510,6th Ave,,01/05/0001 12:00:00 PM,408.0,F1,,,,,WHITE,,0.0,,0.0,35 1,46B-Double Parking (Com-100Ft),,,
1001,2787554402,JFL9358,PA,PAS,09/30/2014,14,4DSD,ACURA,T,76750,34920,12550,01/01/20140288 12:00:00 PM,0052,52.0,52.0,357069.0,T201,N,0706A,,BX,F,66,W Gun Hill Rd,,01/05/0001 12:00:00 PM,408.0,c,,Y,0700A,1000A,BLACK,,0.0,,0.0,M 21,14-No Standing,,,
1002,2730404168,GRS8173,NY,OMS,04/30/2015,20,SUBN,FORD,T,17920,75120,56020,01/01/20150930 12:00:00 PM,0050,50.0,50.0,358860.0,T801,A,0919P,,BX,F,3805,Cannon Pl,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GY,,2015.0,,0.0,I 21,20A-No Parking (Non-COM),,,
1003,3616192794,EVL3747,NY,PAS,01/19/2015,38,SUBN,LEXUS,T,10210,17570,17590,01/01/20151123 12:00:00 PM,0013,13.0,13.0,361807.0,T102,M,0418P,,NY,F,416,3rd Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,1000P,WHITE,,2007.0,,0.0,30 6,38-Failure to Display Muni Rec,,,
1004,3616192794,EVL3747,NY,PAS,01/19/2015,38,SUBN,LEXUS,T,10210,17570,17590,01/01/20151123 12:00:00 PM,0013,13.0,13.0,361807.0,T102,M,0418P,,NY,F,416,3rd Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,1000P,WHITE,,2007.0,,0.0,30 6,38-Failure to Display Muni Rec,,,
1005,2788389783,56413MB,NY,COM,04/21/2015,38,VAN,CHEVR,T,17150,10410,32645,01/01/88888888 12:00:00 PM,0006,6.0,6.0,361841.0,T105,D,0420P,,NY,F,24,E 8th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0730A,1100P,WHITE,,2011.0,,0.0,104,38-Failure to Display Muni Rec,,,
1006,2732066588,FDT6817,NY,PAS,06/20/2015,20,SUBN,TOYOT,T,10020,27840,71220,01/01/20160822 12:00:00 PM,0052,52.0,52.0,359339.0,T201,D,0933A,,BX,F,3204,Bainbridge Ave,,01/05/0001 12:00:00 PM,408.0,d,,Y,0700A,0700P,GY,,2004.0,,0.0,05 2,20A-No Parking (Non-COM),,,
1007,3732492154,Y45FHC,NJ,PAS,05/21/2015,16,4DSD,KIA,T,17210,32645,13610,01/01/88888888 12:00:00 PM,0006,6.0,6.0,355179.0,T101,B,0819A,,NY,F,60,E 11th St,,01/05/0001 12:00:00 PM,408.0,k2,,YYYYY,0800A,0600P,SILVE,,0.0,,0.0,21 1,16A-No Std (Com Veh) Non-COM,,,
1008,3735854270,GSK6828,NY,PAS,03/31/2015,21,SUBN,VOLVO,T,27790,18530,18550,01/01/20161210 12:00:00 PM,0019,19.0,19.0,346357.0,T103,AA,0917A,,NY,F,875,Park Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0900A,1030A,GY,,2015.0,,0.0,D 77,21-No Parking (street clean),,,
1009,2728449970,Z57ASA,NJ,PAS,01/22/2015,20,SUBN,DODGE,T,75120,12550,9820,01/01/88888888 12:00:00 PM,0050,50.0,50.0,358632.0,T201,M,0855A,,BX,O,136,W 238th St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GREY,,0.0,,0.0,C 21,20A-No Parking (Non-COM),,,
1010,2728449970,Z57ASA,NJ,PAS,01/22/2015,20,SUBN,DODGE,T,75120,12550,9820,01/01/88888888 12:00:00 PM,0050,50.0,50.0,358632.0,T201,M,0855A,,BX,O,136,W 238th St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GREY,,0.0,,0.0,C 21,20A-No Parking (Non-COM),,,
1011,3512011205,34327MC,NY,COM,10/08/2014,16,VAN,CHEVR,T,35010,14510,13610,01/01/20160331 12:00:00 PM,0020,20.0,20.0,345555.0,T103,D,1040A,0942A,NY,O,25,W 62nd St,,01/01/20141008 12:00:00 PM,408.0,k2,,YYYYY,0700A,0700P,BL,,2012.0,,0.0,33 7,16-No Std (Com Veh) Com Plate,,,
1012,3712430014,T397824,WV,PAS,03/27/2015,66,TRLR,NS/OT,T,19060,26740,26730,01/01/88880088 12:00:00 PM,105,105.0,105.0,358871.0,T803,B,1028P,,Q,O,217-20,98th Ave,,01/05/0001 12:00:00 PM,408.0,k4,,,,,BLACK,,0.0,,0.0,M 42,66-Detached Trailer,,,
1013,3538172296,AP224B,NJ,PAS,08/08/2014,84,DELV,FRUEH,T,34210,10510,10610,01/01/88888888 12:00:00 PM,0010,10.0,10.0,359618.0,T102,H,1128A,,NY,O,160,W 22nd St,,01/05/0001 12:00:00 PM,408.0,k7,,,,,RED,,0.0,,0.0,99 6,84-Platform lifts in low posit,,,
1014,3708462288,XAGM98,NJ,PAS,10/06/2014,19,DELV,INTER,T,58590,49690,17790,01/01/20140088 12:00:00 PM,103,103.0,103.0,356551.0,T402,A,1140A,,Q,O,87-67,Parsons Blvd,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,WHITE,,0.0,,0.0,04 4,19-No Stand (bus stop),,,
1015,3424076572,AWX2504,NY,PAS,03/09/2015,21,SUBN,SUBAR,T,35450,14510,15710,01/01/20150622 12:00:00 PM,0020,20.0,20.0,359325.0,T103,O,0912A,,NY,F,53,W 84th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0830A,1000A,GY,,2008.0,,0.0,34 7,21-No Parking (street clean),,,
1016,3604916918,AP992J,NJ,PAS,06/26/2014,14,TRAC,FRUEH,T,34810,10410,10510,01/01/88888888 12:00:00 PM,0018,18.0,18.0,353508.0,T106,B,0715A,,NY,F,25,W 52nd St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,08 6,14-No Standing,,,
1017,3683362691,FTG4418,NY,PAS,09/16/2014,16,SUBN,NISSA,T,31950,44930,51530,01/01/20160808 12:00:00 PM,0090,90.0,90.0,359626.0,T301,H,0257P,,K,F,28,Debevoise St,,01/05/0001 12:00:00 PM,408.0,k2,,YYYYY,0700A,0400P,WH,,2007.0,,0.0,15 3,16A-No Std (Com Veh) Non-COM,,,
1018,3441828382,85886MD,NY,COM,04/22/2015,14,VAN,FRUEH,T,56530,29830,20110,01/01/88888888 12:00:00 PM,0084,84.0,84.0,355074.0,T301,A,0339P,,K,F,110,Livingston St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BROWN,,2014.0,,0.0,05 3,14-No Standing,,,
1019,2987380916,AG30529,PA,PAS,11/21/2014,19,TRLR,MACK,T,45590,18710,18730,01/01/20150588 12:00:00 PM,0019,19.0,19.0,345221.0,T103,B,0746A,,NY,O,1643,York Ave,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,WHITE,,0.0,,0.0,CC1,19-No Stand (bus stop),,,
