Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1371318785,T429608C,NY,SRF,10/31/2014,31,SDN,LINCO,P,34730,10510,10610,01/01/20141130 12:00:00 PM,,0,413,948473,0413,0000,0523P,0517P,NY,F,154,W 48TH ST,,01/01/20141031 12:00:00 PM,408,I3,,YYYYYBB,0700A,0600P,BK,0,2010,-,0,,,,,,,,,,,,,
7559905602,DRG4118,NY,PAS,12/16/2014,71,4DSD,TOYOT,T,55430,0,0,01/01/20160605 12:00:00 PM,0090,90,90,341153,T301,D,0217P,,K,I,E,Leonard St,100ft N/of Manhattan,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2001,,0,19 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7381022977,1AW4786,MD,PAS,08/27/2014,21,SUBN,TOYOT,T,22740,0,0,01/01/20160988 12:00:00 PM,107,107,107,355123,T402,A,0840A,,Q,I,W,141st St,25ft S/of 79th Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,GREEN,,0,,0,06 4,21-No Parking (street clean),,,,,,,,,,,
7620460573,JLM6347,PA,PAS,12/30/2014,40,4DSD,HYUND,T,48830,53830,81330,01/01/20140088 12:00:00 PM,0084,84,84,331637,T730,X1,0638A,,K,F,299,Henry St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREY,,0,,5,01 3,40-Fire Hydrant,,,,,,,,,,,
7620460573,JLM6347,PA,PAS,12/30/2014,40,4DSD,HYUND,T,48830,53830,81330,01/01/20140088 12:00:00 PM,0084,84,84,331637,T730,X1,0638A,,K,F,299,Henry St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,GREY,,0,,5,01 3,40-Fire Hydrant,,,,,,,,,,,
7505150315,GDM8644,NY,PAS,05/19/2015,71,SUBN,HONDA,T,79730,41330,69230,01/01/20170114 12:00:00 PM,0079,79,79,357082,T301,O,0248P,,K,F,48,Spencer St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2013,,0,A 31,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7980229782,W201650C,NY,OMT,03/07/2015,46,SUBN,FORD,T,11710,35710,35730,01/01/20150331 12:00:00 PM,0024,24,24,356184,T103,F,0102P,,NY,F,762,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BLACK,,0,,0,CC1,46A-Double Parking (Non-COM),,,,,,,,,,,
1384000598,22683MA,NY,COM,05/13/2015,46,DELV,MITSU,P,61890,46490,58390,01/01/20160630 12:00:00 PM,104,104,104,945140,0104,0000,0609P,,Q,F,680,SENECA AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,,,,,,,,,
1372675024,20241JV,99,COM,08/18/2014,46,VAN,FORD,P,65490,40404,40404,01/01/20151231 12:00:00 PM,109,109,109,904614,0109,0000,0325P,,Q,F,27.10,UNION STREET,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,YELL,0,2006,-,0,,,,,,,,,,,,,
1379435730,FSW8153,NY,PAS,02/11/2015,21,SDN,FORD,S,0,40404,40404,01/01/20150217 12:00:00 PM,0072,72,0,921836,KS07,0000,1232P,,K,F,358,57RD ST,,01/05/0001 12:00:00 PM,408,D1,,BBYBBBB,1130A,0100P,BLACK,0,2015,-,0,,,,,,,,,,,,,
7795962671,62976JM,NY,COM,12/06/2014,14,DELV,INTER,T,34650,10610,30550,01/01/88888888 12:00:00 PM,0014,14,14,355428,T106,I,0130P,,NY,F,216,W 44th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1998,,0,99 6,14-No Standing,,,,,,,,,,,
8046007018,ELC5456,NY,PAS,06/15/2015,21,4DSD,BMW,T,36130,10610,31190,01/01/20160815 12:00:00 PM,0028,28,28,346105,T103,B,0944A,,NY,O,206,W 118th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,GREY,,2005,,0,CCC,21-No Parking (street clean),,,,,,,,,,,
8026007633,50040MC,NY,COM,06/09/2015,40,VAN,CHEVR,T,14490,12540,46190,01/01/20160630 12:00:00 PM,104,104,104,357347,T401,I,0142P,,Q,F,60-98,69th Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,2012,,0,66,40-Fire Hydrant,,,,,,,,,,,
7115011096,DLZ5295,PA,PAS,12/17/2014,31,4DSD,TOYOT,T,34330,13610,10510,01/01/20150488 12:00:00 PM,0013,13,13,330898,T108,G,0355P,,NY,F,48,W 28th St,,01/05/0001 12:00:00 PM,408,l3,,Y,0800A,0700P,GREY,,0,,0,01 8,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7009175263,GMA9476,NY,PAS,05/09/2015,38,4DSD,FORD,T,9140,35690,40200,01/01/20160106 12:00:00 PM,111,111,111,357070,T401,J,1254P,,Q,F,213-47,39th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BR,,2005,,0,43 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7829591027,44741JA,NY,COM,06/15/2015,69,VAN,GMC,T,34350,10610,10810,01/01/20150731 12:00:00 PM,0013,13,13,352036,T102,E,0824A,,NY,F,252,W 29th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,WHITE,,2005,,0,CC1,69-Failure to Disp Muni Recpt,,,,,,,,,,,
1377622915,GBP8250,NY,PAS,01/28/2015,83,SUBN,FORD,P,19010,10210,10110,01/01/20160930 12:00:00 PM,0023,23,162,954305,0162,0000,0947P,,NY,O,230,E 102 STREET,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,,,,,,,,,
7335946074,2028688,IN,PAS,01/22/2015,14,DELV,FRUEH,T,25390,18230,18250,01/01/20150088 12:00:00 PM,0019,19,19,361127,T103,S,0204P,,NY,F,697,Madison Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,OTHER,,0,,0,C 77,14-No Standing,,,,,,,,,,,
7335946074,2028688,IN,PAS,01/22/2015,14,DELV,FRUEH,T,25390,18230,18250,01/01/20150088 12:00:00 PM,0019,19,19,361127,T103,S,0204P,,NY,F,697,Madison Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,OTHER,,0,,0,C 77,14-No Standing,,,,,,,,,,,
7345472231,79648JV,NY,COM,02/06/2015,14,VAN,FRUEH,T,17890,0,0,01/01/88888888 12:00:00 PM,0017,17,17,330692,T503,B1,1005A,,NY,I,N,E 45th St,100ft E/of Vanderbil,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,0,,0,07 7,14-No Standing,,,,,,,,,,,
7988254406,69462MC,NY,COM,09/12/2014,40,DELV,DODGE,T,37290,16740,16890,01/01/20160630 12:00:00 PM,110,110,110,361310,T401,R,1222P,,Q,F,81-04,Broadway,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,YW,,2006,,6,12 4,40-Fire Hydrant,,,,,,,,,,,
7908799978,87668MC,NY,COM,04/09/2015,31,SUBN,TOYOT,T,13610,34790,34810,01/01/20161130 12:00:00 PM,0018,18,18,353131,T106,E,1000A,,NY,F,1657,Broadway,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0600P,GY,,2014,,0,99 6,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7123309534,FWT2202,NY,PAS,05/06/2015,21,2DSD,FIAT,T,51090,21940,22040,01/01/20161001 12:00:00 PM,102,102,102,353083,T402,L,0918A,,Q,O,131-01,Jamaica Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,0930A,BL,,2012,,0,H 42,21-No Parking (street clean),,,,,,,,,,,
7103532199,CVK4131,NY,PAS,04/04/2015,38,SUBN,DODGE,T,26840,0,0,01/01/20160509 12:00:00 PM,105,105,105,361795,T402,C,0548P,,Q,I,E,218th St,45ft S/of Jamaica Av,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2005,,0,15 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7713943171,ZNC25T,NJ,PAS,10/01/2014,51,SUBN,JEEP,T,8980,5130,5280,01/01/88888888 12:00:00 PM,0072,72,72,358611,T302,C,1220P,,K,O,237,48th St,,01/05/0001 12:00:00 PM,408,e3,,,,,BLACK,,0,,0,53 3,51-Sidewalk,,,,,,,,,,,
7307968198,EPU1676,NY,PAS,06/27/2015,21,SUBN,HONDA,T,21730,35780,35780,01/01/20170330 12:00:00 PM,113,113,113,356538,T402,R,0632P,,Q,F,168-30,127th Ave,,01/05/0001 12:00:00 PM,408,d1,,YYYYYYY,,,BL,,2009,,0,M 42,21-No Parking (street clean),,,,,,,,,,,
7020577465,GRD2932,NY,PAS,02/28/2015,71,SUBN,NISSA,T,67730,14880,62930,01/01/20160910 12:00:00 PM,0060,60,60,341120,T802,B,0846P,,K,O,2601,Ocean Pky,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2007,,0,A 31,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7577494434,DWF5385,NY,PAS,07/28/2014,71,4DSD,PONTI,T,52220,47420,37520,01/01/20141214 12:00:00 PM,0049,49,49,359570,T202,F,0534P,,BX,F,1084,Morris Park Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2001,,0,08P,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7751536111,FAM9241,NY,PAS,12/15/2014,14,SUBN,ME/BE,T,60420,52220,61220,01/01/20160601 12:00:00 PM,0049,49,49,346400,T202,O,0707A,,BX,O,1854,Radcliff Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,BK,,2006,,0,C 22,14-No Standing,,,,,,,,,,,
7096357786,FEJ9189,NY,PAS,09/16/2014,70,4DSD,NISSA,T,19740,61090,61090,01/01/20140909 12:00:00 PM,110,110,110,347619,T401,F,0149P,,Q,F,40-03,104th St,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,WH,,2014,,0,17 4,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
1381301319,63377JL,NY,COM,03/25/2014,46,VAN,FORD,P,0,40404,40404,01/01/20170131 12:00:00 PM,0034,34,34,952434,0034,0000,0520A,,NY,O,666,W 188Q,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,,,,,,,,,
8021519101,FFV6244,NY,PAS,05/12/2015,38,4DSD,ME/BE,T,58330,65730,60430,01/01/20170217 12:00:00 PM,0094,94,94,361813,T301,S,0208P,,K,F,709,Manhattan Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2014,,0,17 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8000199178,A83VLJ,FL,PAS,12/05/2014,21,4DSD,HYUND,T,35330,0,0,01/01/20040988 12:00:00 PM,0060,60,60,341913,T302,M,0941A,,K,I,E,E 12th St,20ft S/of Guider Ave,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,SILVE,,0,,0,N 32,21-No Parking (street clean),,,,,,,,,,,
7577981011,JTM8330,PA,PAS,03/11/2015,14,SUBN,DODGE,T,18050,10210,10110,01/01/20150088 12:00:00 PM,0017,17,17,353070,T503,E1,0129P,,NY,F,211,E 53rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREY,,0,,0,CC1,14-No Standing,,,,,,,,,,,
7954229713,559YJE,ID,PAS,06/20/2015,51,4DSD,INFIN,T,47630,23230,23930,01/01/88880088 12:00:00 PM,0083,83,83,357081,T301,X,1004A,,K,F,490,Hart St,,01/05/0001 12:00:00 PM,408,e3,,,,,SILVE,,0,,0,11 3,51-Sidewalk,,,,,,,,,,,
8006806809,T93DYL,NJ,PAS,07/29/2014,14,SUBN,ME/BE,T,34910,10410,10510,01/01/88888888 12:00:00 PM,0018,18,18,358194,T503,E1,0452P,,NY,F,24,W 57th St,,01/05/0001 12:00:00 PM,408,c,,Y,0400P,0700P,WHITE,,0,,0,CC1,14-No Standing,,,,,,,,,,,
8017382406,EGA7421,NY,PAS,06/08/2015,21,SUBN,HONDA,T,36130,26430,13880,01/01/20160205 12:00:00 PM,0067,67,67,331845,T302,L,0832A,,K,F,346,E 29th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0800A,0930A,GY,,2004,,0,C 32,21-No Parking (street clean),,,,,,,,,,,
7577999090,2028134,IN,PAS,05/27/2015,14,REFG,FRUEH,T,18050,10210,10110,01/01/20150088 12:00:00 PM,0017,17,17,353070,T503,E1,0148P,,NY,F,251,E 53rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,CC1,14-No Standing,,,,,,,,,,,
7989031991,96130MB,NY,COM,08/12/2014,38,VAN,CHEVR,T,10210,0,0,01/01/88888888 12:00:00 PM,0019,19,19,355113,T103,O,0317P,,NY,I,E,3rd Ave,30ft S/of E 94th St,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2011,,0,25 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7701949823,GCZ9069,NY,PAS,10/27/2014,37,4DSD,LEXUS,T,28830,22330,67047,01/01/20141209 12:00:00 PM,0060,60,60,361277,T302,R,0240P,0234P,K,O,3172,Coney Island Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2012,306-3039,0,41 3,37-Expired Muni Meter,,,,,,,,,,,
8011232496,4BT0407,MD,PAS,05/02/2015,14,4DSD,MAZDA,T,20190,61090,9540,01/01/20161188 12:00:00 PM,110,110,110,357348,T401,O,0612A,,Q,F,40-03,108th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GREY,,0,,0,J 41,14-No Standing,,,,,,,,,,,
7029065177,418HNV,FL,PAS,10/03/2014,37,SUBN,TOYOT,T,10730,5430,5580,01/01/20150988 12:00:00 PM,0068,68,68,359301,T302,K,0242P,0233P,K,O,481,83rd St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GREY,,0,309-1517,0,36 3,37-Expired Muni Meter,,,,,,,,,,,
8022066254,GWF8768,NY,PAS,03/11/2015,21,4DSD,CHRYS,T,41030,40404,40404,01/01/20150415 12:00:00 PM,0075,75,75,347615,T302,Q,0921A,,K,F,1062,Flatlands Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,RED,,2015,,0,T 32,21-No Parking (street clean),,,,,,,,,,,
7510349539,KK582B,MD,PAS,11/03/2014,21,4DSD,VOLKS,T,81330,51030,20530,01/01/20140088 12:00:00 PM,0084,84,84,341153,T301,D,0847A,,K,F,325,State St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,WHITE,,0,,0,01 3,21-No Parking (street clean),,,,,,,,,,,
7508746788,83546JU,NY,COM,05/08/2015,46,VAN,FORD,T,42820,29220,27360,01/01/20160531 12:00:00 PM,0052,52,52,362219,T201,B,1257P,1200P,BX,F,2467,Jerome Ave,,01/01/20150508 12:00:00 PM,408,F1,,,,,BLACK,,2006,,0,02 2,46B-Double Parking (Com-100Ft),,,,,,,,,,,
8008246972,GZM8302,PA,PAS,02/05/2015,14,SUBN,TOYOT,T,30190,16910,16210,01/01/20150088 12:00:00 PM,0034,34,34,357736,T103,L,0258P,,NY,O,30,Seaman Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,GOLD,,0,,0,N 77,14-No Standing,,,,,,,,,,,
8017566244,HRP9447,PA,PAS,03/16/2015,38,4DSD,HONDA,T,77150,40404,40404,01/01/20141188 12:00:00 PM,0049,49,49,359313,T202,I,0106P,,BX,I,,WHITE PLAINS RD LOT,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GREY,,0,,0,01P,38-Failure to Display Muni Rec,,,,,,,,,,,
1382798489,GNW6965,NY,PAS,05/12/2015,21,SUBN,NISSA,S,81730,23230,29220,01/01/20160404 12:00:00 PM,0083,83,0,635805,KN04,0000,0826A,,K,O,5,STEWART STREET,,01/05/0001 12:00:00 PM,408,D1,,BYBBYBB,0800A,0930A,SILVE,0,2004,-,0,,,,,,,,,,,,,
8015667458,13026JY,NY,COM,04/07/2015,14,VAN,GMC,T,10010,18230,18250,01/01/88888888 12:00:00 PM,0019,19,19,361343,T103,S,0207P,,NY,F,1140,1st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0200P,0700P,WHITE,,2007,,0,14 7,14-No Standing,,,,,,,,,,,
8031556349,AH213R,NJ,PAS,04/22/2015,67,DELV,MACK,T,13610,36650,36670,01/01/88888888 12:00:00 PM,0034,34,34,361786,T103,J,1132A,,NY,F,3522,Broadway,,01/05/0001 12:00:00 PM,408,f7,,,,,WHITE,,0,,0,12 7,67-Blocking Ped. Ramp,,,,,,,,,,,
7882355409,16157MC,NY,COM,04/15/2015,69,VAN,CHEVR,T,10610,34370,34390,01/01/88888888 12:00:00 PM,0014,14,14,355497,T102,C,1008A,,NY,F,363,7th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WHITE,,2011,,0,16 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7253926912,GRS8571,NY,OMS,11/26/2014,37,4DSD,KIA,T,67690,37290,54390,01/01/20150930 12:00:00 PM,110,110,110,355150,T401,F,0415P,0408P,Q,F,85-03,Whitney Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2015,441-3107,0,45 4,37-Expired Muni Meter,,,,,,,,,,,
7982395491,651B1W,MI,PAS,02/03/2015,10,DELV,INTER,T,15710,35250,35270,01/01/20150088 12:00:00 PM,0020,20,20,361363,T103,G,0825A,,NY,F,305,Columbus Ave,,01/05/0001 12:00:00 PM,408,b,,YYYYYYY,,,WHITE,,0,,0,40 7,10-No Stopping,,,,,,,,,,,
7706979374,GVL6702,NY,PAS,04/21/2015,98,SUBN,CHRYS,T,14380,28830,35330,01/01/20170105 12:00:00 PM,0061,61,61,361373,T302,E,0117P,,K,F,1104,Avenue P,,01/05/0001 12:00:00 PM,408,f2,,,,,BL,,2005,,0,03 3,98-Obstructing Driveway,,,,,,,,,,,
7926371038,2197027,IN,PAS,04/03/2015,84,VAN,HINO,T,17850,0,0,01/01/88880088 12:00:00 PM,0014,14,14,358577,T106,GP,0126P,,NY,I,S,E 43rd St,35ft E/of Madison Av,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,106,84-Platform lifts in low posit,,,,,,,,,,,
8006726371,XX167U,NJ,PAS,10/02/2014,48,T/CR,ISUZU,T,66390,10690,10790,01/01/88880088 12:00:00 PM,108,108,108,361048,T401,N,0439P,,Q,F,49-13,Vernon Blvd,,01/05/0001 12:00:00 PM,408,e9,,,,,WHITE,,0,,0,E 41,48-Bike Lane,,,,,,,,,,,
8030470393,GMB1289,NY,PAS,05/10/2015,20,4DSD,HONDA,T,19250,27790,24890,01/01/20160323 12:00:00 PM,0023,23,23,347489,T103,T,0728A,,NY,F,121,E 115th St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WH,,2008,,0,D 77,20A-No Parking (Non-COM),,,,,,,,,,,
7591237123,GMV6261,NY,PAS,08/07/2014,17,SUBN,TOYOT,T,34830,0,0,01/01/20160227 12:00:00 PM,0018,18,18,333010,T108,K,0444P,,NY,I,S,W 53rd St,30ft E/of 10th Ave,01/05/0001 12:00:00 PM,408,c4,,YYYYY,0700A,0500P,BL,,2013,,0,01 8,17-No Stand (exc auth veh),,,,,,,,,,,
8003790359,GPP9583,NY,PAS,05/22/2015,38,SUBN,FORD,T,36420,27300,29220,01/01/20160803 12:00:00 PM,0052,52,52,362180,T201,F,0334P,,BX,F,2464,Grand Concourse,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BL,,2004,,0,64 2,38-Failure to Display Muni Rec,,,,,,,,,,,
8008006821,363DDB,NY,SPO,08/30/2014,38,SUBN,FORD,T,19340,19540,19690,01/01/20160726 12:00:00 PM,102,102,102,358915,T402,G,0836A,,Q,F,102-14,101st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WH,,2005,,0,24 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7889158350,60699MD,NY,COM,01/02/2015,17,VAN,MITSU,T,34570,10610,10810,01/01/20151003 12:00:00 PM,0014,14,14,358944,T106,C,1147A,,NY,F,250,W 40th St,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,WH,,2008,,0,33 6,17-No Stand (exc auth veh),,,,,,,,,,,
7889158350,60699MD,NY,COM,01/02/2015,17,VAN,MITSU,T,34570,10610,10810,01/01/20151003 12:00:00 PM,0014,14,14,358944,T106,C,1147A,,NY,F,250,W 40th St,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,WH,,2008,,0,33 6,17-No Stand (exc auth veh),,,,,,,,,,,
7528370009,CSK8388,NY,PAS,09/05/2014,38,4DSD,ME/BE,T,27530,53830,56530,01/01/20151024 12:00:00 PM,0084,84,84,361122,T301,G,0149P,,K,F,140,Clinton St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BL,,2011,,0,01 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7213465983,DGB7560,NY,PAS,11/11/2014,38,SUBN,TOYOT,T,54050,35530,35580,01/01/20150814 12:00:00 PM,0061,61,61,361368,T302,O,0356P,,K,F,1623,Kings Hwy,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLACK,,2004,,0,03 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8002359495,18017MB,NY,COM,03/31/2015,38,DELV,WO/C,T,10210,0,0,01/01/20161031 12:00:00 PM,0025,25,25,361115,T103,F,0941A,,NY,I,W,3rd Ave,40ft S/of E 121st St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2012,,0,57 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7441196024,DUZ9250,NY,PAS,02/15/2015,19,4DSD,ACURA,T,14510,35030,35050,01/01/20161222 12:00:00 PM,0020,20,20,356259,T103,M,0241P,,NY,O,33,Central Park West,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GY,,2012,,0,C 77,19-No Stand (bus stop),,,,,,,,,,,
7326725159,CMT5588,NY,PAS,10/15/2014,38,4DSD,HONDA,T,10210,18410,18430,01/01/20150709 12:00:00 PM,0019,19,19,352009,T103,E,0813A,,NY,O,1232,3rd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GR,,2008,,0,12 7,38-Failure to Display Muni Rec,,,,,,,,,,,
8004068698,GMK4541,NY,PAS,10/30/2014,38,4DSD,TOYOT,T,59990,15940,15890,01/01/20160122 12:00:00 PM,112,112,112,358216,T402,B,0149P,,Q,F,114-06,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GREY,,2012,,0,03 4,38-Failure to Display Muni Rec,,,,,,,,,,,
8008161759,DGP2792,NY,PAS,09/08/2014,71,SUBN,SATUR,T,18190,10010,45590,01/01/20150604 12:00:00 PM,0017,17,17,330001,T503,B1,0831A,,NY,O,417,E 60th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2006,,0,17 7,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7390753456,41655JM,NY,COM,12/19/2014,47,SUBN,CHEVR,T,18170,0,0,01/01/88888888 12:00:00 PM,0019,19,19,356491,T103,Q,0138P,,NY,I,N,E 59th St,65ft W/of Park Ave,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WHITE,,1994,,0,21 7,47-Double PKG-Midtown,,,,,,,,,,,
1371574807,EMW7828,NY,PAS,09/06/2014,40,SUBN,LINCO,P,26490,8690,8990,01/01/20141229 12:00:00 PM,111,111,111,930979,0111,0000,1221A,,Q,O,36-15,213 ST,,01/05/0001 12:00:00 PM,408,M2,,BBBBBBB,ALL,ALL,BK,0,2011,-,0,,,,,,,,,,,,,
7432727600,DHW1179,NY,PAS,01/07/2015,71,4DSD,ACURA,T,15920,44820,20420,01/01/20150726 12:00:00 PM,0045,45,45,358910,T202,X,0333P,,BX,F,3283,Bruckner Blvd,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2004,,0,O 23,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7432727600,DHW1179,NY,PAS,01/07/2015,71,4DSD,ACURA,T,15920,44820,20420,01/01/20150726 12:00:00 PM,0045,45,45,358910,T202,X,0333P,,BX,F,3283,Bruckner Blvd,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2004,,0,O 23,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7071181949,FZB1147,NY,PAS,05/13/2015,14,4DSD,BMW,T,10110,18790,18810,01/01/20160418 12:00:00 PM,0019,19,19,355677,T103,I,0329P,,NY,F,1744,2nd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BL,,1999,,0,58 7,14-No Standing,,,,,,,,,,,
7641576990,T627030C,NY,OMT,01/09/2015,21,SUBN,LEXUS,T,51890,0,0,01/01/88888888 12:00:00 PM,110,110,110,348516,T401,M,0816A,,Q,I,S,Justice Ave,75ft W/of 90th St,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0900A,BLACK,,0,,0,J 41,21-No Parking (street clean),,,,,,,,,,,
7641576990,T627030C,NY,OMT,01/09/2015,21,SUBN,LEXUS,T,51890,0,0,01/01/88888888 12:00:00 PM,110,110,110,348516,T401,M,0816A,,Q,I,S,Justice Ave,75ft W/of 90th St,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0900A,BLACK,,0,,0,J 41,21-No Parking (street clean),,,,,,,,,,,
7706980145,FJA3041,NY,PAS,04/24/2015,38,SUBN,INFIN,T,64730,9080,9130,01/01/20161214 12:00:00 PM,0066,66,66,361373,T302,E,0342P,,K,O,5021,New Utrecht Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,BK,,2014,,0,24 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8001238106,YXD1245,PA,PAS,11/07/2014,20,SUBN,CHEVR,T,10410,17570,17590,01/01/20140788 12:00:00 PM,0014,14,14,359330,T102,J,1224P,1140A,NY,F,267,5th Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BROWN,,0,,0,12 6,20-No Parking (Com Plate),,,,,,,,,,,
7006646352,EAD3448,NY,PAS,05/16/2015,37,4DSD,NISSA,T,28990,28490,15490,01/01/20150617 12:00:00 PM,112,112,112,357757,T401,J,0255P,0249P,Q,F,73-20,Austin St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2007,405-5369,0,61-P,37-Expired Muni Meter,,,,,,,,,,,
